source_path,line,pattern,statement_excerpt,classification,v3_action
data_case_manifest.csv,6,UNRESOLVED,"Case1005,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x16,1.367x1.367x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,16,3381,0,3381,11341,25669,0,1,0,1,31599.432659888545,0.0,0.29812185874261526",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,7,UNRESOLVED,"Case1006,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x24,1.367x1.367x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,24,4346,0,4346,10810,34257,0,2,0,2,40618.49581185319,0.0,0.40203515263644773,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,8,UNRESOLVED,"Case1007,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x24,1.367x1.367x4,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,24,2509,0,2509,14144,30904,0,9,0,9,18759.651356086448,0.0,0.17738970588235295",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,9,UNRESOLVED,"Case1008,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.367x1.367x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,5314,0,5314,10812,24581,0,3,0,3,49665.597502114084,0.0,0.4914909359970403,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,10,UNRESOLVED,"Case1009,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x16,1.367x1.367x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,16,4090,0,4090,7841,23462,0,7,0,7,38225.87387723873,0.0,0.5216171406708328,sc",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,11,UNRESOLVED,"Case1010,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x12,1.367x1.367x9,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,12,2012,0,2012,5956,12884,0,9,0,9,33848.123431248845,0.0,0.33781061114842176,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,12,UNRESOLVED,"Case1011,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,338,0,338,6013,17932,0,1,0,1,6633.918160895856,0.0,0.056211541659737234,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,13,UNRESOLVED,"Case1012,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x11,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,388,0,388,8981,16630,0,4,0,4,7977.898763230069,0.0,0.043202316000445384,sca",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,14,UNRESOLVED,"Case1013,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.367x1.367x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,3410,0,3410,16511,26615,0,13,0,13,31870.471863419087,0.0,0.206528980679546",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,15,UNRESOLVED,"Case1014,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x11.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,414,0,414,4891,9981,0,10,0,10,8899.432055233916,0.0,0.08464526681660192,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,16,UNRESOLVED,"Case1015,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x15,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,977,0,977,4176,7179,0,4,0,4,27393.651915449074,0.0,0.233955938697318,scar_n",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,17,UNRESOLVED,"Case1016,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x24,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,24,5548,0,5548,10663,21604,0,2,0,2,48929.185679803224,0.0,0.5203038544499672,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,18,UNRESOLVED,"Case1017,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,1192,0,1192,5726,11024,0,5,0,5,23395.356354401953,0.0,0.20817324484806146",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,19,UNRESOLVED,"Case1018,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,1783,0,1783,4701,15996,0,2,0,2,34994.89964756601,0.0,0.37928100404169324,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,20,UNRESOLVED,"Case1019,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.484x1.484x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,234,0,234,5622,9956,0,6,0,6,5413.860583168777,0.0,0.0416221985058698,scar",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,21,UNRESOLVED,"Case1020,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x16,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,16,4828,0,4828,10164,27339,0,4,0,4,42579.32740845169,0.0,0.4750098386462023,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,22,UNRESOLVED,"Case1021,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x12,1.367x1.367x9,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,12,1766,0,1766,7612,13067,0,12,0,12,29709.635178720408,0.0,0.2320021019442985",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,23,UNRESOLVED,"Case1022,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.289x1.289x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,886,0,886,11699,28960,0,8,0,8,7361.680709949933,0.0,0.07573296862979742,sc",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,24,UNRESOLVED,"Case1023,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x21,1.641x1.641x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,21,2380,0,2380,13683,28119,0,2,0,2,32029.66215834735,0.0,0.17393846378718117,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,25,UNRESOLVED,"Case1024,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,5106,0,5106,11499,23415,0,16,0,16,45031.07824100131,0.0,0.4440386120532220",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,26,UNRESOLVED,"Case1025,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x24,1.406x1.406x4.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,24,3371,0,3371,15622,19681,0,10,0,10,30000.4098683752,0.0,0.215785430802714",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,27,UNRESOLVED,"Case1026,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x24,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,24,3889,0,3889,26763,51512,0,33,0,33,34298.0539128974,0.0,0.145312558382842,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,28,UNRESOLVED,"Case1027,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,5648,0,5648,16076,16543,0,5,0,5,49811.110439713164,0.0,0.351331176909679,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,29,UNRESOLVED,"Case1028,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x21,1.484x1.484x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,21,3676,0,3676,15318,29064,0,4,0,4,40499.29080937815,0.0,0.23997910954432694,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,30,UNRESOLVED,"Case1029,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x19,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,19,585,0,585,12964,27878,0,4,0,4,5159.259845473123,0.0,0.045124961431656896,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,31,UNRESOLVED,"Case1030,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,3685,0,3685,20698,27096,0,9,0,9,32498.927402681125,0.0,0.17803652526814184",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,32,UNRESOLVED,"Case1031,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4971,0,4971,19849,24740,0,8,0,8,43840.4798151229,0.0,0.2504408282533125,sc",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,33,UNRESOLVED,"Case1032,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x15,0.7812x0.7812x6,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,15,10409,0,10409,29395,33982,0,3,0,3,38118.896484375,0.0,0.3541078414696377",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,34,UNRESOLVED,"Case1033,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4081,0,4081,9985,27414,0,6,0,6,35991.34945192447,0.0,0.4087130696044066,sc",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,35,UNRESOLVED,"Case1034,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.406x1.406x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4957,0,4957,12608,38728,0,2,0,2,49016.78753997689,0.0,0.39316307106598986,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,36,UNRESOLVED,"Case1035,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,8116,0,8116,17603,38539,0,5,0,5,71577.01351429037,0.0,0.46105777424302674,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,37,UNRESOLVED,"Case1036,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.406x1.406x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,3292,0,3292,14827,22094,0,2,0,2,32552.605322090763,0.0,0.22202738247791193",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,38,UNRESOLVED,"Case1037,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,2590,0,2590,17524,42691,0,11,0,11,22841.851281667332,0.0,0.147797306551015",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,39,UNRESOLVED,"Case1038,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.641x1.641x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,1160,0,1160,13627,23631,0,1,0,1,15611.095841883582,0.0,0.08512511924855067",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,40,UNRESOLVED,"Case1039,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4163,0,4163,18488,18672,0,10,0,10,36714.527755050614,0.0,0.225173085244482",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,41,UNRESOLVED,"Case1040,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x12,1.367x1.367x8.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,12,2164,0,2164,6575,17678,0,4,0,4,34382.724894764266,0.0,0.3291254752851711",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,42,UNRESOLVED,"Case1041,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x12,1.367x1.367x12.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,12,749,0,749,7236,18879,0,6,0,6,17500.720986584234,0.0,0.103510226644555,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,43,UNRESOLVED,"Case1042,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x7,1.367x1.367x16.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,7,906,0,906,4809,6576,0,1,0,1,27943.207266055833,0.0,0.1883967560823456,sca",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,44,UNRESOLVED,"Case1043,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x6,1.602x1.602x13.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,6,1350,0,1350,5999,9814,0,8,0,8,46749.361628986546,0.0,0.22503750625104185,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,45,UNRESOLVED,"Case1044,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4919,0,4919,26784,35098,0,7,0,7,43381.878939969734,0.0,0.18365442054958184",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,46,UNRESOLVED,"Case1045,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.484x1.484x12.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,1488,0,1488,7508,18080,0,7,0,7,40984.048370752644,0.0,0.1981885988279169,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,47,UNRESOLVED,"Case1046,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x8,1.484x1.484x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,8,1036,0,1036,6895,13181,0,5,0,5,23969.057966507917,0.0,0.150253807106599,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,48,UNRESOLVED,"Case1047,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x24,1.445x1.445x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,24,6704,0,6704,19400,21335,0,7,0,7,70019.66121200379,0.0,0.34556701030927833,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,49,UNRESOLVED,"Case1048,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4490,0,4490,14908,19062,0,3,0,3,39598.42171995611,0.0,0.30118057418835525,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,50,UNRESOLVED,"Case1049,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.406x1.406x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,2306,0,2306,12332,17748,0,3,0,3,22802.64516182907,0.0,0.18699318845280571,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,51,UNRESOLVED,"Case1050,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,6162,0,6162,13788,21614,0,3,0,3,54344.20370565023,0.0,0.44691035683202784,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,52,UNRESOLVED,"Case1051,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x24,1.406x1.406x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,24,3750,0,3750,18969,26831,0,14,0,14,37081.491481725505,0.0,0.197690969476514",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,53,UNRESOLVED,"Case1052,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,1031,0,1031,8751,16682,0,4,0,4,20235.413088413097,0.0,0.117815106844932,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,54,UNRESOLVED,"Case1053,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.562x1.562x13,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,1051,0,1051,5979,15741,0,10,0,10,33356.93359375,0.0,0.17578190332831578,sca",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,55,UNRESOLVED,"Case1054,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,2001,0,2001,10907,17413,0,4,0,4,17647.314445797812,0.0,0.18346016319794628",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,56,UNRESOLVED,"Case1055,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x15,1.367x1.367x8.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,15,2939,0,2939,8752,22433,0,8,0,8,46696.31629653982,0.0,0.335808957952468,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,57,UNRESOLVED,"Case1056,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x31,1.367x1.367x4,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,31,5053,0,5053,17014,41349,0,6,0,6,37780.995736271354,0.0,0.2969907135300341,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,58,UNRESOLVED,"Case1057,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x9,1.367x1.367x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,9,1294,0,1294,7444,12871,0,3,0,3,25397.30798875514,0.0,0.1738312735088662,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,59,UNRESOLVED,"Case1058,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.367x1.367x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4819,0,4819,10016,20935,0,1,0,1,45039.23868323067,0.0,0.48113019169329074,",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,60,UNRESOLVED,"Case1059,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x10,1.367x1.367x10.5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,10,1209,0,1209,7046,12948,0,7,0,7,23729.014960127482,0.0,0.171586715867158",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,61,UNRESOLVED,"Case1060,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.25x1.25x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,1995,0,1995,18769,34397,0,9,0,9,15585.9375,0.0,0.1062922904789813,scar_nonem",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,62,UNRESOLVED,"Case1061,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4020,0,4020,14103,29978,0,5,0,5,35453.37534837941,0.0,0.2850457349500106,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
data_case_manifest.csv,63,UNRESOLVED,"Case1062,1,UNRESOLVED_FROM_SPLITS,LGE+C0+T2,True,True,True,256x256x20,1.328x1.328x5,UNREAD_NIFTI_LABEL_ONLY,UNREAD_NIFTI_LABEL_ONLY,UNRESOLVED,20,4726,0,4726,11035,41476,0,7,0,7,41679.76415334355,0.0,0.4282736746714998,s",机器状态冲突,V3 以 final_state/evidence_state 统一覆盖
